2016/06/16 05:51:20.348165:	RESET
2016/06/16 05:59:56.184270:	    Extended Capability 0x0001 Ver:0x02 Offset:0x0100 Address:0x610400100
2016/06/16 05:59:56.185522:	    Extended Capability 0x0018 Ver:0x01 Offset:0x0148 Address:0x610400148
2016/06/16 05:59:56.186201:	    Extended Capability 0x001E Ver:0x01 Offset:0x0150 Address:0x610400150
2016/06/16 05:59:56.199918:	APCIE Enumerate on completed
2016/06/16 05:59:56.213348:	------------------------------------------------------------------------------
2016/06/16 05:59:56.220432:	[16 05:59:55] .... 			Exit code = 0x00000000
2016/06/16 05:59:56.229767:	------------------------------------------------------------------------------
2016/06/16 05:59:56.238138:	[PCIE_DRV]: PCI Device 00:03:0 cfg at 0x610018000
2016/06/16 05:59:56.244109:	[PCIE_DRV]: PCI Device 04:00:0 cfg at 0x610400000
2016/06/16 05:59:56.253334:	[PCIE_DRV]: BAR 0 = 0x7F0000000
2016/06/16 05:59:56.259002:	[PCIE_DRV]: BAR 2 = 0x7F0001000
2016/06/16 05:59:56.265359:	[BBLOG]: PCI VID = 0x8086 PID = 0x7360
2016/06/16 05:59:56.271351:	[BBLOG]: LTR Disabled
2016/06/16 05:59:56.272373:	[BBLOG]: LTR Disabled
2016/06/16 05:59:56.273238:	[BBLOG]: ASPM Disabled
2016/06/16 05:59:56.294337:	------------------------------------------------------------------------------
2016/06/16 05:59:56.297479:	[16 05:59:56] .... 			baseband --d3 ex
2016/06/16 05:59:56.301424:	------------------------------------------------------------------------------
2016/06/16 05:59:56.313126:	:-) baseband --d3 ex
2016/06/16 05:59:56.314418:	BB exited D3 in 1us
2016/06/16 05:59:56.318085:	OK
2016/06/16 05:59:56.319356:	------------------------------------------------------------------------------
2016/06/16 05:59:56.322018:	[16 05:59:56] .... 			Exit code = 0x00000000
2016/06/16 05:59:56.323498:	------------------------------------------------------------------------------
2016/06/16 05:59:56.325323:	[BBLOG]: Set PCI-PM L1.1 to false
2016/06/16 05:59:56.325713:	[BBLOG]: Set PCI-PM L1.2 to false
2016/06/16 05:59:56.325953:	[BBLOG]: Changed PCI PM State to l0 after 0.3449999999999999mS
2016/06/16 05:59:56.326875:	------------------------------------------------------------------------------
2016/06/16 05:59:56.328481:	[16 05:59:56] .... 			baseband --ping
2016/06/16 05:59:56.330668:	------------------------------------------------------------------------------
2016/06/16 05:59:56.330771:	:-) baseband --ping
2016/06/16 05:59:56.331723:	DATA: test-result="Passed"
2016/06/16 05:59:56.332643:	PASS
2016/06/16 05:59:56.335623:	------------------------------------------------------------------------------
2016/06/16 05:59:56.336699:	[16 05:59:56] .... 			Exit code = 0x00000000
2016/06/16 05:59:56.346633:	------------------------------------------------------------------------------
2016/06/16 05:59:56.347557:	[BBLOG]: State transition counts
2016/06/16 05:59:56.348576:	[BBLOG]: l0->l1 = 1
2016/06/16 05:59:56.350004:	[BBLOG]: l0->l1.1 = 2
2016/06/16 05:59:56.350925:	[BBLOG]: l1->l1.2 = 1
2016/06/16 05:59:56.351804:	[BBLOG]: l1->l3 = 1
2016/06/16 05:59:56.352228:	[BBLOG]: l1.1->l1 = 1
2016/06/16 05:59:56.361667:	[BBLOG]: l1.1->l1.2 = 1
2016/06/16 05:59:56.362711:	[BBLOG]: l1.2->l0 = 1
2016/06/16 05:59:56.363848:	[BBLOG]: l1.2->l3 = 1
2016/06/16 05:59:56.364732:	[BBLOG]: l3->l0 = 1
2016/06/16 05:59:56.365384:	[REPORT]: entry_l0 = 396 [-2147483648,2147483647]
2016/06/16 05:59:56.377532:	dfu results: entry_l0 = 396  [min, max] = [-2147483648,2147483647] pass
2016/06/16 05:59:56.379011:	[REPORT]: entry_l1 = 577 [-2147483648,2147483647]
2016/06/16 05:59:56.380001:	dfu results: entry_l1 = 577  [min, max] = [-2147483648,2147483647] pass
2016/06/16 05:59:56.393011:	[REPORT]: entry_l11 = 44 [-2147483648,2147483647]
2016/06/16 05:59:56.393531:	dfu results: entry_l11 = 44  [min, max] = [-2147483648,2147483647] pass
2016/06/16 05:59:56.393691:	[REPORT]: entry_l12 = 180 [-2147483648,2147483647]
2016/06/16 05:59:56.409901:	dfu results: entry_l12 = 180  [min, max] = [-2147483648,2147483647] pass
2016/06/16 05:59:56.410830:	[REPORT]: time_l0 = 976.1267500000001 [-2147483648,2147483647]
2016/06/16 05:59:56.411431:	dfu results: time_l0 = 976.1267500000001  [min, max] = [-2147483648,2147483647] pass
2016/06/16 05:59:56.423673:	[REPORT]: time_l1 = 219.0292499999999 [-2147483648,2147483647]
2016/06/16 05:59:56.426292:	dfu results: time_l1 = 219.0292499999999  [min, max] = [-2147483648,2147483647] pass
2016/06/16 05:59:56.443395:	[REPORT]: time_l11 = 204.4687499999999 [-2147483648,2147483647]
2016/06/16 05:59:56.443467:	dfu results: time_l11 = 204.4687499999999  [min, max] = [-2147483648,2147483647] pass
2016/06/16 05:59:56.443518:	[REPORT]: time_l12 = 2928.4045 [-2147483648,2147483647]
2016/06/16 05:59:56.455568:	dfu results: time_l12 = 2928.4045  [min, max] = [-2147483648,2147483647] pass
2016/06/16 05:59:56.456875:	------------------------------------------------------------------------------
2016/06/16 05:59:56.457377:	[16 05:59:56] .... 			baseband --ping
2016/06/16 05:59:56.474904:	------------------------------------------------------------------------------
2016/06/16 05:59:56.476028:	:-) baseband --ping
2016/06/16 05:59:56.477055:	DATA: test-result="Passed"
2016/06/16 05:59:56.477559:	PASS
2016/06/16 05:59:56.487743:	------------------------------------------------------------------------------
2016/06/16 05:59:56.489344:	[16 05:59:56] .... 			Exit code = 0x00000000
2016/06/16 05:59:56.490337:	------------------------------------------------------------------------------
2016/06/16 05:59:56.505551:	[BBLOG]: L1SS Check passed
2016/06/16 05:59:56.505756:	------------------------------------------------------------------------------
2016/06/16 05:59:56.506043:	[16 05:59:56] .... 			baseband --off
2016/06/16 05:59:56.523823:	------------------------------------------------------------------------------
2016/06/16 05:59:56.523953:	:-) baseband --off
2016/06/16 05:59:56.524076:	Link 3 time-pmeto: 4 uS
2016/06/16 05:59:56.729532:	Link 3 did not go into L2 state in 200 mS, continuing
2016/06/16 05:59:56.730749:	apcie: Disabling link 3
2016/06/16 05:59:56.874427:	OK
2016/06/16 05:59:56.892476:	------------------------------------------------------------------------------
2016/06/16 05:59:56.902356:	[16 05:59:56] .... 			Exit code = 0x00000000
2016/06/16 05:59:56.905192:	------------------------------------------------------------------------------
2016/06/16 05:59:56.908183:	[BBMTE]: bbrtrans finished with result true , 5.320s
2016/06/16 05:59:56.908595:	------------------------------------------------------------------------------
2016/06/16 05:59:56.924407:	[16 05:59:56] .... 			consoleformat --sink serial --dis --o color
2016/06/16 05:59:56.934329:	------------------------------------------------------------------------------
2016/06/16 05:59:56.940141:	:-) consoleformat --sink serial --dis --o color
2016/06/16 05:59:56.941006:	Disabling color option...
2016/06/16 05:59:56.944602:	OK
2016/06/16 05:59:56.948873:	------------------------------------------------------------------------------
2016/06/16 05:59:56.960498:	[16 05:59:56] .... 			Exit code = 0x00000000
2016/06/16 05:59:56.965834:	[16 05:59:56] .... 			consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 05:59:56.975906:	------------------------------------------------------------------------------
2016/06/16 05:59:56.977937:	:-) consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 05:59:56.982335:	OK
2016/06/16 05:59:56.988568:	------------------------------------------------------------------------------
2016/06/16 05:59:56.989939:	[16 05:59:56] .... 			Exit code = 0x00000000
2016/06/16 05:59:56.991751:	[16 05:59:56] .... 			consoleformat --sink serial --dis --o ts
2016/06/16 05:59:56.992935:	------------------------------------------------------------------------------
2016/06/16 05:59:56.994202:	:-) consoleformat --sink serial --dis --o ts
2016/06/16 05:59:56.997085:	Disabling timestamps option...
2016/06/16 05:59:56.998440:	OK
2016/06/16 05:59:57.001214:	------------------------------------------------------------------------------
2016/06/16 05:59:57.001643:	[16 05:59:56] .... 			Exit code = 0x00000000
2016/06/16 05:59:57.018283:	------------------------------------------------------------------------------
2016/06/16 05:59:57.019922:	[BBMTE]: root.bbdfu.baseband.bbvinyl (function: 0x8794A2E20)
2016/06/16 05:59:57.021788:	------------------------------------------------------------------------------
2016/06/16 05:59:57.035872:	[16 05:59:56] .... 			temperature --dev soc
2016/06/16 05:59:57.037562:	------------------------------------------------------------------------------
2016/06/16 05:59:57.039412:	:-) temperature --dev soc
2016/06/16 05:59:57.040813:	Device: soc
2016/06/16 05:59:57.042135:		THERMAL0
2016/06/16 05:59:57.044604:		    Instant: 38.12 deg C
2016/06/16 05:59:57.051231:		    Max    : 39.60 deg C
2016/06/16 05:59:57.052335:		    Min    : 37.64 deg C
2016/06/16 05:59:57.053704:		    Average: 38.57 deg C
2016/06/16 05:59:57.055334:		THERMAL1
2016/06/16 05:59:57.056436:		    Instant: 39.35 deg C
2016/06/16 05:59:57.057870:		    Max    : 39.60 deg C
2016/06/16 05:59:57.059095:		    Min    : 37.87 deg C
2016/06/16 05:59:57.065002:		    Average: 38.89 deg C
2016/06/16 05:59:57.066538:		THERMAL2
2016/06/16 05:59:57.067964:		    Instant: 0.00 deg C
2016/06/16 05:59:57.069018:		    Max    : 0.00 deg C
2016/06/16 05:59:57.069944:		    Min    : 0.00 deg C
2016/06/16 05:59:57.070878:		    Average: 0.00 deg C
2016/06/16 05:59:57.071026:		CCC_THERMAL0
2016/06/16 05:59:57.074952:		    Instant: 37.64 deg C
2016/06/16 05:59:57.076748:		    Max    : 38.62 deg C
2016/06/16 05:59:57.081210:		    Min    : 36.89 deg C
2016/06/16 05:59:57.082494:		    Average: 37.76 deg C
2016/06/16 05:59:57.083917:		CCC_THERMAL1
2016/06/16 05:59:57.084843:		    Instant: 37.64 deg C
2016/06/16 05:59:57.085627:		    Max    : 38.85 deg C
2016/06/16 05:59:57.085757:		    Min    : 37.14 deg C
2016/06/16 05:59:57.085865:		    Average: 38.00 deg C
2016/06/16 05:59:57.085919:		CCC_THERMAL2
2016/06/16 05:59:57.098226:		    Instant: 36.65 deg C
2016/06/16 05:59:57.099566:		    Max    : 37.39 deg C
2016/06/16 05:59:57.100257:		    Min    : 36.15 deg C
2016/06/16 05:59:57.100401:		    Average: 36.76 deg C
2016/06/16 05:59:57.117034:	------------------------------------------------------------------------------
2016/06/16 05:59:57.119459:	[16 05:59:56] .... 			Exit code = 0x00000000
2016/06/16 05:59:57.121417:	------------------------------------------------------------------------------
2016/06/16 05:59:57.130366:	[REPORT]: CCC_THERMAL0_10 = 37.64 [-2147483648,2147483647]
2016/06/16 05:59:57.132098:	[REPORT]: CCC_THERMAL1_10 = 37.64 [-2147483648,2147483647]
2016/06/16 05:59:57.134177:	[REPORT]: CCC_THERMAL2_10 = 36.64999999999999 [-2147483648,2147483647]
2016/06/16 05:59:57.147165:	[BBMTE]: bbvinyl finished with result true , 0.000s
2016/06/16 05:59:57.148747:	------------------------------------------------------------------------------
2016/06/16 05:59:57.150080:	[16 05:59:56] .... 			consoleformat --sink serial --dis --o color
2016/06/16 05:59:57.159765:	------------------------------------------------------------------------------
2016/06/16 05:59:57.160736:	:-) consoleformat --sink serial --dis --o color
2016/06/16 05:59:57.164171:	Disabling color option...
2016/06/16 05:59:57.165045:	OK
2016/06/16 05:59:57.177945:	------------------------------------------------------------------------------
2016/06/16 05:59:57.178716:	[16 05:59:56] .... 			Exit code = 0x00000000
2016/06/16 05:59:57.179032:	[16 05:59:56] .... 			consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 05:59:57.195024:	------------------------------------------------------------------------------
2016/06/16 05:59:57.196241:	:-) consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 05:59:57.197549:	OK
2016/06/16 05:59:57.209684:	------------------------------------------------------------------------------
2016/06/16 05:59:57.211413:	[16 05:59:56] .... 			Exit code = 0x00000000
2016/06/16 05:59:57.212633:	[16 05:59:56] .... 			consoleformat --sink serial --dis --o ts
2016/06/16 05:59:57.223441:	------------------------------------------------------------------------------
2016/06/16 05:59:57.223523:	:-) consoleformat --sink serial --dis --o ts
2016/06/16 05:59:57.223586:	Disabling timestamps option...
2016/06/16 05:59:57.223640:	OK
2016/06/16 05:59:57.244032:	------------------------------------------------------------------------------
2016/06/16 05:59:57.244338:	[16 05:59:57] .... 			Exit code = 0x00000000
2016/06/16 05:59:57.245775:	------------------------------------------------------------------------------
2016/06/16 05:59:57.255810:	[BBMTE]: root.bbdfu.baseband.bboscarlb (function: 0x878DDABA0)
2016/06/16 05:59:57.256991:	------------------------------------------------------------------------------
2016/06/16 05:59:57.258153:	[16 05:59:57] .... 			temperature --dev soc
2016/06/16 05:59:57.272608:	------------------------------------------------------------------------------
2016/06/16 05:59:57.273612:	:-) temperature --dev soc
2016/06/16 05:59:57.276619:	Device: soc
2016/06/16 05:59:57.276784:		THERMAL0
2016/06/16 05:59:57.276848:		    Instant: 38.12 deg C
2016/06/16 05:59:57.277073:		    Max    : 39.60 deg C
2016/06/16 05:59:57.289161:		    Min    : 37.64 deg C
2016/06/16 05:59:57.289236:		    Average: 38.57 deg C
2016/06/16 05:59:57.289358:		THERMAL1
2016/06/16 05:59:57.289463:		    Instant: 39.35 deg C
2016/06/16 05:59:57.290929:		    Max    : 39.60 deg C
2016/06/16 05:59:57.291091:		    Min    : 37.87 deg C
2016/06/16 05:59:57.291154:		    Average: 38.89 deg C
2016/06/16 05:59:57.291203:		THERMAL2
2016/06/16 05:59:57.291252:		    Instant: 0.00 deg C
2016/06/16 05:59:57.304203:		    Max    : 0.00 deg C
2016/06/16 05:59:57.304270:		    Min    : 0.00 deg C
2016/06/16 05:59:57.304320:		    Average: 0.00 deg C
2016/06/16 05:59:57.304387:		CCC_THERMAL0
2016/06/16 05:59:57.304436:		    Instant: 37.64 deg C
2016/06/16 05:59:57.304477:		    Max    : 38.62 deg C
2016/06/16 05:59:57.304518:		    Min    : 36.89 deg C
2016/06/16 05:59:57.324216:		    Average: 37.76 deg C
2016/06/16 05:59:57.326520:		CCC_THERMAL1
2016/06/16 05:59:57.329271:		    Instant: 37.64 deg C
2016/06/16 05:59:57.331471:		    Max    : 38.85 deg C
2016/06/16 05:59:57.332512:		    Min    : 37.14 deg C
2016/06/16 05:59:57.345486:		    Average: 38.00 deg C
2016/06/16 05:59:57.347427:		CCC_THERMAL2
2016/06/16 05:59:57.349542:		    Instant: 36.65 deg C
2016/06/16 05:59:57.354861:		    Max    : 37.39 deg C
2016/06/16 05:59:57.356324:		    Min    : 36.15 deg C
2016/06/16 05:59:57.357921:		    Average: 36.76 deg C
2016/06/16 05:59:57.359649:	------------------------------------------------------------------------------
2016/06/16 05:59:57.361622:	[16 05:59:57] .... 			Exit code = 0x00000000
2016/06/16 05:59:57.363041:	------------------------------------------------------------------------------
2016/06/16 05:59:57.364661:	[REPORT]: CCC_THERMAL0_11 = 37.64 [-2147483648,2147483647]
2016/06/16 05:59:57.369449:	[REPORT]: CCC_THERMAL1_11 = 37.64 [-2147483648,2147483647]
2016/06/16 05:59:57.371372:	[REPORT]: CCC_THERMAL2_11 = 36.64999999999999 [-2147483648,2147483647]
2016/06/16 05:59:57.372682:	[BBMTE]: Using 1 loops for bboscarlb
2016/06/16 05:59:57.389720:	------------------------------------------------------------------------------
2016/06/16 05:59:57.391198:	[16 05:59:57] .... 			baseband --ping
2016/06/16 05:59:57.393137:	------------------------------------------------------------------------------
2016/06/16 05:59:57.394913:	:-) baseband --ping
2016/06/16 05:59:57.401153:	DATA: test-result="Failed"
2016/06/16 05:59:57.402853:	FAIL
2016/06/16 05:59:57.404214:	baseband returned Not Ready error
2016/06/16 05:59:57.410390:	------------------------------------------------------------------------------
2016/06/16 05:59:57.417598:	[16 05:59:57] .... 			Exit code = 0x80000006
2016/06/16 05:59:57.419278:	[16 05:59:57] .... 			Shell command 1763 failed
2016/06/16 05:59:57.422191:	------------------------------------------------------------------------------
2016/06/16 05:59:57.432636:	[BBLOG]: Ignoring shell error: EfiCommand: command 1763 exit code 0x80000006: baseband --ping
2016/06/16 05:59:57.432947:	------------------------------------------------------------------------------
2016/06/16 05:59:57.433777:	[16 05:59:57] .... 			baseband --off
2016/06/16 05:59:57.448732:	------------------------------------------------------------------------------
2016/06/16 05:59:57.450950:	:-) baseband --off
2016/06/16 05:59:57.453006:	Baseband is already powered off!
2016/06/16 05:59:57.454605:	OK
2016/06/16 05:59:57.465276:	------------------------------------------------------------------------------
2016/06/16 05:59:57.466202:	[16 05:59:57] .... 			Exit code = 0x00000000
2016/06/16 05:59:57.467613:	[16 05:59:57] .... 			baseband --on
2016/06/16 05:59:57.484291:	------------------------------------------------------------------------------
2016/06/16 05:59:57.486140:	:-) baseband --on
2016/06/16 05:59:57.616017:	time-train: 25525 uS
2016/06/16 05:59:57.630006:	Writing 0xBFFFF000 @ 0x604004018
2016/06/16 05:59:57.630472:	Writing 0x1 to 0x604000124
2016/06/16 05:59:57.644020:	Writing 0x0 to 0x604000128
2016/06/16 05:59:57.650774:	Link 3 speed negotiate to 1 
2016/06/16 05:59:57.656697:	Link 3 width negotiate to 1 
2016/06/16 05:59:57.665325:	APCIE power on completed
2016/06/16 05:59:57.669638:	Device 00:03:0 config space@0x610018000
2016/06/16 05:59:57.680774:	Vendor:106B Device:1008 Revision:01 ClassCode:060400 Type:01
2016/06/16 05:59:57.689952:	    PriBus:00 SecBus:04 SubBus:04
2016/06/16 05:59:57.691419:	    Capability 0x01 Offset:0x40 Address:0x610018040
2016/06/16 05:59:57.691504:	    Capability 0x05 Offset:0x50 Address:0x610018050
2016/06/16 05:59:57.691559:	    Capability 0x10 Offset:0x70 Address:0x610018070
2016/06/16 05:59:57.691610:	    Extended Capability 0x0001 Ver:0x02 Offset:0x0100 Address:0x610018100
2016/06/16 05:59:57.692802:	    Extended Capability 0x0019 Ver:0x01 Offset:0x0148 Address:0x610018148
2016/06/16 05:59:57.692896:	    Extended Capability 0x001E Ver:0x01 Offset:0x0160 Address:0x610018160
2016/06/16 05:59:57.692992:	Writing MSI cap 0x817005 @ 610400050
2016/06/16 05:59:57.693082:	Writing 0xBFFFF000 @ 610400054
2016/06/16 05:59:57.693147:	Found device id 0x7360
2016/06/16 05:59:57.693198:	Device 04:00:0 config space@0x610400000
2016/06/16 05:59:57.693248:	Vendor:8086 Device:7360 Revision:01 ClassCode:0D4000 Type:00
2016/06/16 05:59:57.693372:	    BAR0 MEM F0000000/00001000
2016/06/16 05:59:57.706871:	    BAR1  IO 00000000/00000004
2016/06/16 05:59:57.706932:	    BAR2 MEM F0001000/00000400
2016/06/16 05:59:57.706978:	    BAR3  IO 00000000/00000004
2016/06/16 05:59:57.707040:	    Capability 0x01 Offset:0x40 Address:0x610400040
2016/06/16 05:59:57.707112:	    Capability 0x05 Offset:0x50 Address:0x610400050
2016/06/16 05:59:57.719977:	    Capability 0x10 Offset:0x70 Address:0x610400070
2016/06/16 05:59:57.720050:	    Extended Capability 0x0001 Ver:0x02 Offset:0x0100 Address:0x610400100
2016/06/16 05:59:57.737942:	    Extended Capability 0x0018 Ver:0x01 Offset:0x0148 Address:0x610400148
2016/06/16 05:59:57.738009:	    Extended Capability 0x001E Ver:0x01 Offset:0x0150 Address:0x610400150
2016/06/16 05:59:57.738112:	APCIE Enumerate on completed
2016/06/16 05:59:57.803121:	PS_HOLD went high in 55ms!
2016/06/16 05:59:57.803188:	OK
2016/06/16 05:59:57.803387:	------------------------------------------------------------------------------
2016/06/16 05:59:57.803444:	[16 05:59:57] .... 			Exit code = 0x00000000
2016/06/16 05:59:57.818543:	------------------------------------------------------------------------------
2016/06/16 05:59:57.819209:	[PCIE_DRV]: PCI Device 00:03:0 cfg at 0x610018000
2016/06/16 05:59:57.821026:	[PCIE_DRV]: PCI Device 04:00:0 cfg at 0x610400000
2016/06/16 05:59:57.833609:	[PCIE_DRV]: BAR 0 = 0x7F0000000
2016/06/16 05:59:57.834039:	[PCIE_DRV]: BAR 2 = 0x7F0001000
2016/06/16 05:59:57.835139:	[BBLOG]: PCI VID = 0x8086 PID = 0x7360
2016/06/16 05:59:57.836058:	[BBLOG]: LTR Disabled
2016/06/16 05:59:57.836853:	[BBLOG]: LTR Disabled
2016/06/16 05:59:57.848137:	[BBLOG]: ASPM Disabled
2016/06/16 05:59:57.849409:	[REPORT]: BB_Train_Time_2 = 25525 [1000,50000]
2016/06/16 05:59:57.850881:	[BBLOG]: LTR Enabled
2016/06/16 05:59:57.851792:	[BBLOG]: Set ASPM L1.1 to true
2016/06/16 05:59:57.853125:	[BBLOG]: Set ASPM L1.2 to true
2016/06/16 05:59:57.868130:	[BBLOG]: ASPM Enabled
2016/06/16 05:59:57.869283:	------------------------------------------------------------------------------
2016/06/16 05:59:57.871025:	[16 05:59:57] .... 			time baseband --load_firmware
2016/06/16 05:59:57.881381:	------------------------------------------------------------------------------
2016/06/16 05:59:57.882749:	:-) time baseband --load_firmware
2016/06/16 05:59:57.883828:	Baseband Load Firmware
2016/06/16 05:59:57.885729:	Flags Len: 0, Max: 16
2016/06/16 05:59:57.886373:	Sending no flags
2016/06/16 05:59:57.886748:	Executing Firmware Load
2016/06/16 05:59:57.897165:	Interface 0: Firmware Load Interface
2016/06/16 05:59:57.898792:	Interface 1: Core Dumps Interface
2016/06/16 05:59:57.899416:	
2016/06/16 05:59:57.900767:	Path for efs1 file fs1:\bbfs\
2016/06/16 05:59:57.902760:	Path for prov,cal and pac files nandfs:\System\Library\Caches\com.apple.factorydata\
2016/06/16 05:59:57.915055:	Path for all other FW files nandfs:\usr\local\standalone\firmware\Baseband\ICE16\
2016/06/16 05:59:57.916419:	
2016/06/16 05:59:57.918124:	Loading firmware from NAND....done
2016/06/16 05:59:57.928076:	Attempting flash on interface 0 (Firmware Load Interface) flags: 0x8
2016/06/16 05:59:58.030795:	..........Attempting flash on interface 0 (Firmware Load Interface) flags: 0x8
2016/06/16 05:59:58.036639:	Starting stage 1 boot.
2016/06/16 05:59:58.037406:	
2016/06/16 05:59:58.043536:	Chip ID 0x60
2016/06/16 05:59:58.061392:	Serial Number A001189410248261F99C1725
2016/06/16 05:59:58.066699:	
2016/06/16 05:59:58.103376:	Starting stage 2 boot.
2016/06/16 05:59:58.120212:	Sent Manifest with length 1159
2016/06/16 05:59:58.167393:	Sending PSI enhanced command: Load and execute EBL
2016/06/16 05:59:58.167511:	Waiting for PSI command response
2016/06/16 05:59:58.167572:	Sending EBL length packet (75312 bytes)
2016/06/16 05:59:58.167625:	Sending EBL image
2016/06/16 05:59:58.184583:	Starting stage 3 boot.
2016/06/16 05:59:58.184647:	Sending Images
2016/06/16 05:59:58.315464:	EBL started, continue to image download
2016/06/16 05:59:58.983882:	All images transferred
2016/06/16 06:00:00.762036:	Device Flash done!
2016/06/16 06:00:00.785212:	Firmware load completed in 2738 ms!
2016/06/16 06:00:00.788071:	DATA: firmware-load="Passed"
2016/06/16 06:00:00.795611:	OK
2016/06/16 06:00:00.803930:	time: 2892 ms
2016/06/16 06:00:00.804436:	------------------------------------------------------------------------------
2016/06/16 06:00:00.816528:	[16 06:00:00] .... 			Exit code = 0x00000000
2016/06/16 06:00:00.816624:	------------------------------------------------------------------------------
2016/06/16 06:00:00.816699:	[BBLOG]: Read back time 2892
2016/06/16 06:00:00.816744:	[REPORT]: FWDownload_time_2 = 2738 [1000,8000]
2016/06/16 06:00:00.816828:	------------------------------------------------------------------------------
2016/06/16 06:00:00.816884:	[16 06:00:00] .... 			time baseband --wait_for_ready
2016/06/16 06:00:00.823669:	------------------------------------------------------------------------------
2016/06/16 06:00:00.823765:	:-) time baseband --wait_for_ready
2016/06/16 06:00:00.935717:	BB INIT done
2016/06/16 06:00:00.935778:	OK
2016/06/16 06:00:00.935823:	time: 109 ms
2016/06/16 06:00:00.935869:	------------------------------------------------------------------------------
2016/06/16 06:00:00.935917:	[16 06:00:00] .... 			Exit code = 0x00000000
2016/06/16 06:00:00.956052:	------------------------------------------------------------------------------
2016/06/16 06:00:00.958536:	[BBLOG]: Read back time 109
2016/06/16 06:00:00.963082:	[REPORT]: WFR_time_2 = 109 [0,5000]
2016/06/16 06:00:00.981231:	------------------------------------------------------------------------------
2016/06/16 06:00:00.982441:	[16 06:00:00] .... 			baseband --ping
2016/06/16 06:00:00.993800:	------------------------------------------------------------------------------
2016/06/16 06:00:00.995001:	:-) baseband --ping
2016/06/16 06:00:01.010537:	DATA: test-result="Passed"
2016/06/16 06:00:01.019132:	PASS
2016/06/16 06:00:01.022481:	------------------------------------------------------------------------------
2016/06/16 06:00:01.026324:	[16 06:00:00] .... 			Exit code = 0x00000000
2016/06/16 06:00:01.030550:	[16 06:00:00] .... 			baseband --properties firmware-version
2016/06/16 06:00:01.043246:	------------------------------------------------------------------------------
2016/06/16 06:00:01.049606:	:-) baseband --properties firmware-version
2016/06/16 06:00:01.053584:	ICE16-01.1623.73_02_00.80.04-2_DEBUG
2016/06/16 06:00:01.066101:	OK
2016/06/16 06:00:01.067052:	------------------------------------------------------------------------------
2016/06/16 06:00:01.067676:	[16 06:00:00] .... 			Exit code = 0x00000000
2016/06/16 06:00:01.068440:	------------------------------------------------------------------------------
2016/06/16 06:00:01.069019:	[REPORT]: BB_FIRMWARE_VERSION_2 = ICE16-01.1623.73_02_00.80.04-2_DEBUG
2016/06/16 06:00:01.069337:	------------------------------------------------------------------------------
2016/06/16 06:00:01.070052:	[16 06:00:00] .... 			baseband --properties sn
2016/06/16 06:00:01.073004:	------------------------------------------------------------------------------
2016/06/16 06:00:01.073785:	:-) baseband --properties sn
2016/06/16 06:00:01.074522:	0xA001189410248261F99C1725
2016/06/16 06:00:01.075129:	OK
2016/06/16 06:00:01.075753:	------------------------------------------------------------------------------
2016/06/16 06:00:01.079753:	[16 06:00:00] .... 			Exit code = 0x00000000
2016/06/16 06:00:01.080265:	------------------------------------------------------------------------------
2016/06/16 06:00:01.080971:	[REPORT]: BB_SNUM_2 = 4.951892656531173E+28
2016/06/16 06:00:01.096606:	------------------------------------------------------------------------------
2016/06/16 06:00:01.097274:	[16 06:00:00] .... 			pmuadc --read amuxb7
2016/06/16 06:00:01.116645:	------------------------------------------------------------------------------
2016/06/16 06:00:01.117744:	:-) pmuadc --read amuxb7
2016/06/16 06:00:01.118342:	PMU ADC test
2016/06/16 06:00:01.128902:	ADC Channel amuxb7: 1224.6642 mV
2016/06/16 06:00:01.129606:	------------------------------------------------------------------------------
2016/06/16 06:00:01.130451:	[16 06:00:00] .... 			Exit code = 0x00000000
2016/06/16 06:00:01.144342:	[16 06:00:00] .... 			pmuadc --read amuxb1
2016/06/16 06:00:01.145210:	------------------------------------------------------------------------------
2016/06/16 06:00:01.146099:	:-) pmuadc --read amuxb1
2016/06/16 06:00:01.147395:	PMU ADC test
2016/06/16 06:00:01.162865:	ADC Channel amuxb1: 1009.4627 mV
2016/06/16 06:00:01.178510:	------------------------------------------------------------------------------
2016/06/16 06:00:01.178701:	[16 06:00:00] .... 			Exit code = 0x00000000
2016/06/16 06:00:01.180158:	------------------------------------------------------------------------------
2016/06/16 06:00:01.181207:	[REPORT]: MSME_2 = 1224.664199999999 [1180,1300]
2016/06/16 06:00:01.192914:	[REPORT]: MSMC_2 = 1009.462699999999 [955,1045]
2016/06/16 06:00:01.193211:	------------------------------------------------------------------------------
2016/06/16 06:00:01.193288:	[16 06:00:00] .... 			socgpio --pin 38 --input
2016/06/16 06:00:01.208449:	------------------------------------------------------------------------------
2016/06/16 06:00:01.209995:	:-) socgpio --pin 38 --input
2016/06/16 06:00:01.210568:	SoC GPIO[0,38] = 1
2016/06/16 06:00:01.211234:	OK
2016/06/16 06:00:01.224057:	------------------------------------------------------------------------------
2016/06/16 06:00:01.224731:	[16 06:00:00] .... 			Exit code = 0x00000000
2016/06/16 06:00:01.225296:	------------------------------------------------------------------------------
